Date,Category,Amount,Type
2021-08-04 01:19:43.989326,Entertainment,203.91,Expense
2021-08-05 06:33:51.754503,Shopping,42.54,Expense
2021-08-06 11:47:59.519679,Travel,1528.46,Expense
2021-08-07 17:02:07.284856,Food & Drink,309.51,Expense
2021-08-08 22:16:15.050033,Travel,900.73,Expense
2021-08-10 03:30:22.815210,Rent,1048.97,Expense
2021-08-11 08:44:30.580386,Health & Fitness,162.62,Expense
2021-08-12 13:58:38.345563,Shopping,248.5,Expense
2021-08-13 19:12:46.110740,Health & Fitness,469.68,Expense
2021-08-15 00:26:53.875917,Investment,123.17,Expense
2021-08-16 05:41:01.641094,Food & Drink,145.89,Expense
2021-08-17 10:55:09.406270,Utilities,44.68,Expense
2021-08-18 16:09:17.171447,Shopping,306.48,Expense
2021-08-19 21:23:24.936624,Rent,1339.64,Expense
2021-08-21 02:37:32.701801,Food & Drink,56.07,Expense
2021-08-22 07:51:40.466977,Investment,257.84,Expense
2021-08-23 13:05:48.232154,Health & Fitness,228.72,Expense
2021-08-24 18:19:55.997331,Travel,1674.38,Expense
2021-08-25 23:34:03.762508,Other,353.45,Expense
2021-08-27 04:48:11.527685,Rent,1213.16,Expense
2021-08-28 10:02:19.292861,Rent,864.11,Expense
2021-08-29 15:16:27.058038,Salary,4273.64,Income
2021-08-30 20:30:34.823215,Salary,4892.01,Income
2021-09-01 01:44:42.588392,Travel,1175.42,Expense
2021-09-02 06:58:50.353569,Salary,5464.45,Income
2021-09-03 12:12:58.118745,Other,336.22,Expense
2021-09-04 17:27:05.883922,Health & Fitness,427.61,Expense
2021-09-05 22:41:13.649099,Travel,1080.96,Expense
2021-09-07 03:55:21.414276,Travel,1977.8,Expense
2021-09-08 09:09:29.179452,Salary,4078.85,Income
2021-09-09 14:23:36.944629,Health & Fitness,464.12,Expense
2021-09-10 19:37:44.709806,Travel,1222.3,Expense
2021-09-12 00:51:52.474983,Salary,4067.89,Income
2021-09-13 06:06:00.240160,Health & Fitness,162.73,Expense
2021-09-14 11:20:08.005336,Salary,5942.12,Income
2021-09-15 16:34:15.770513,Salary,4948.43,Income
2021-09-16 21:48:23.535690,Salary,5689.1,Income
2021-09-18 03:02:31.300867,Rent,1380.24,Expense
2021-09-19 08:16:39.066044,Food & Drink,306.21,Expense
2021-09-20 13:30:46.831220,Travel,417.02,Expense
2021-09-21 18:44:54.596397,Food & Drink,354.22,Expense
2021-09-22 23:59:02.361574,Rent,1307.34,Expense
2021-09-24 05:13:10.126751,Food & Drink,171.34,Expense
2021-09-25 10:27:17.891927,Shopping,399.55,Expense
2021-09-26 15:41:25.657104,Rent,1238.12,Expense
2021-09-27 20:55:33.422281,Salary,5231.73,Income
2021-09-29 02:09:41.187458,Travel,243.92,Expense
2021-09-30 07:23:48.952635,Salary,4042.54,Income
2021-10-01 12:37:56.717811,Salary,5057.87,Income
2021-10-02 17:52:04.482988,Salary,5597.57,Income
2021-10-03 23:06:12.248165,Salary,4701.42,Income
2021-10-05 04:20:20.013342,Investment,212.93,Expense
2021-10-06 09:34:27.778519,Shopping,321.2,Expense
2021-10-07 14:48:35.543695,Salary,5968.17,Income
2021-10-08 20:02:43.308872,Investment,220.53,Expense
2021-10-10 01:16:51.074049,Entertainment,374.04,Expense
2021-10-11 06:30:58.839226,Travel,398.85,Expense
2021-10-12 11:45:06.604402,Rent,1001.07,Expense
2021-10-13 16:59:14.369579,Rent,963.53,Expense
2021-10-14 22:13:22.134756,Food & Drink,28.58,Expense
2021-10-16 03:27:29.899933,Salary,4855.55,Income
2021-10-17 08:41:37.665110,Entertainment,346.23,Expense
2021-10-18 13:55:45.430286,Travel,1909.93,Expense
2021-10-19 19:09:53.195463,Other,62.92,Expense
2021-10-21 00:24:00.960640,Entertainment,441.98,Expense
2021-10-22 05:38:08.725817,Salary,4934.8,Income
2021-10-23 10:52:16.490994,Utilities,100.18,Expense
2021-10-24 16:06:24.256170,Salary,4463.34,Income
2021-10-25 21:20:32.021347,Salary,5299.29,Income
2021-10-27 02:34:39.786524,Utilities,266.09,Expense
2021-10-28 07:48:47.551701,Travel,517.75,Expense
2021-10-29 13:02:55.316877,Travel,535.59,Expense
2021-10-30 18:17:03.082054,Investment,188.06,Expense
2021-10-31 23:31:10.847231,Food & Drink,485.17,Expense
2021-11-02 04:45:18.612408,Salary,5855.5,Income
2021-11-03 09:59:26.377585,Salary,4347.79,Income
2021-11-04 15:13:34.142761,Entertainment,383.95,Expense
2021-11-05 20:27:41.907938,Health & Fitness,93.87,Expense
2021-11-07 01:41:49.673115,Other,127.73,Expense
2021-11-08 06:55:57.438292,Travel,1166.55,Expense
2021-11-09 12:10:05.203468,Utilities,298.44,Expense
2021-11-10 17:24:12.968645,Food & Drink,441.18,Expense
2021-11-11 22:38:20.733822,Rent,890.66,Expense
2021-11-13 03:52:28.498999,Salary,5911.3,Income
2021-11-14 09:06:36.264176,Salary,5619.03,Income
2021-11-15 14:20:44.029352,Health & Fitness,284.41,Expense
2021-11-16 19:34:51.794529,Food & Drink,216.06,Expense
2021-11-18 00:48:59.559706,Entertainment,144.68,Expense
2021-11-19 06:03:07.324883,Investment,258.02,Expense
2021-11-20 11:17:15.090060,Food & Drink,125.69,Expense
2021-11-21 16:31:22.855236,Health & Fitness,56.54,Expense
2021-11-22 21:45:30.620413,Salary,4990.29,Income
2021-11-24 02:59:38.385590,Shopping,304.36,Expense
2021-11-25 08:13:46.150767,Other,186.95,Expense
2021-11-26 13:27:53.915943,Health & Fitness,291.55,Expense
2021-11-27 18:42:01.681120,Rent,1415.04,Expense
2021-11-28 23:56:09.446297,Other,336.06,Expense
2021-11-30 05:10:17.211474,Salary,5734.59,Income
2021-12-01 10:24:24.976651,Health & Fitness,421.77,Expense
2021-12-02 15:38:32.741827,Health & Fitness,346.47,Expense
2021-12-03 20:52:40.507004,Utilities,381.3,Expense
2021-12-05 02:06:48.272181,Travel,1785.57,Expense
2021-12-06 07:20:56.037358,Salary,4058.49,Income
2021-12-07 12:35:03.802535,Other,81.86,Expense
2021-12-08 17:49:11.567711,Rent,1320.46,Expense
2021-12-09 23:03:19.332888,Travel,1672.34,Expense
2021-12-11 04:17:27.098065,Other,263.58,Expense
2021-12-12 09:31:34.863242,Food & Drink,157.78,Expense
2021-12-13 14:45:42.628418,Utilities,490.97,Expense
2021-12-14 19:59:50.393595,Utilities,144.71,Expense
2021-12-16 01:13:58.158772,Utilities,279.19,Expense
2021-12-17 06:28:05.923949,Investment,71.35,Expense
2021-12-18 11:42:13.689126,Investment,279.81,Expense
2021-12-19 16:56:21.454302,Salary,4683.74,Income
2021-12-20 22:10:29.219479,Utilities,467.37,Expense
2021-12-22 03:24:36.984656,Food & Drink,469.87,Expense
2021-12-23 08:38:44.749833,Health & Fitness,52.56,Expense
2021-12-24 13:52:52.515010,Rent,1295.72,Expense
2021-12-25 19:07:00.280186,Food & Drink,299.44,Expense
2021-12-27 00:21:08.045363,Rent,1234.64,Expense
2021-12-28 05:35:15.810540,Food & Drink,438.34,Expense
2021-12-29 10:49:23.575717,Salary,5937.76,Income
2021-12-30 16:03:31.340893,Investment,82.44,Expense
2021-12-31 21:17:39.106070,Investment,31.8,Expense
2022-01-02 02:31:46.871247,Food & Drink,175.33,Expense
2022-01-03 07:45:54.636424,Shopping,389.8,Expense
2022-01-04 13:00:02.401601,Health & Fitness,234.03,Expense
2022-01-05 18:14:10.166777,Rent,1497.99,Expense
2022-01-06 23:28:17.931954,Entertainment,236.67,Expense
2022-01-08 04:42:25.697131,Travel,1630.66,Expense
2022-01-09 09:56:33.462308,Health & Fitness,125.97,Expense
2022-01-10 15:10:41.227484,Food & Drink,346.64,Expense
2022-01-11 20:24:48.992661,Health & Fitness,151.16,Expense
2022-01-13 01:38:56.757838,Salary,4302.12,Income
2022-01-14 06:53:04.523015,Entertainment,472.94,Expense
2022-01-15 12:07:12.288192,Entertainment,326.49,Expense
2022-01-16 17:21:20.053368,Entertainment,151.62,Expense
2022-01-17 22:35:27.818545,Salary,4818.67,Income
2022-01-19 03:49:35.583722,Salary,4459.91,Income
2022-01-20 09:03:43.348899,Travel,256.04,Expense
2022-01-21 14:17:51.114076,Health & Fitness,196.89,Expense
2022-01-22 19:31:58.879252,Salary,4946.42,Income
2022-01-24 00:46:06.644429,Salary,4371.05,Income
2022-01-25 06:00:14.409606,Salary,5553.19,Income
2022-01-26 11:14:22.174783,Investment,425.5,Expense
2022-01-27 16:28:29.939959,Investment,320.59,Expense
2022-01-28 21:42:37.705136,Food & Drink,35.61,Expense
2022-01-30 02:56:45.470313,Salary,5233.3,Income
2022-01-31 08:10:53.235490,Other,251.13,Expense
2022-02-01 13:25:01.000667,Food & Drink,80.09,Expense
2022-02-02 18:39:08.765843,Health & Fitness,226.55,Expense
2022-02-03 23:53:16.531020,Travel,1084.87,Expense
2022-02-05 05:07:24.296197,Food & Drink,299.35,Expense
2022-02-06 10:21:32.061374,Rent,1358.29,Expense
2022-02-07 15:35:39.826551,Rent,1118.65,Expense
2022-02-08 20:49:47.591727,Food & Drink,54.77,Expense
2022-02-10 02:03:55.356904,Entertainment,250.37,Expense
2022-02-11 07:18:03.122081,Utilities,160.0,Expense
2022-02-12 12:32:10.887258,Health & Fitness,432.86,Expense
2022-02-13 17:46:18.652434,Investment,39.02,Expense
2022-02-14 23:00:26.417611,Shopping,70.37,Expense
2022-02-16 04:14:34.182788,Travel,1975.99,Expense
2022-02-17 09:28:41.947965,Food & Drink,259.47,Expense
2022-02-18 14:42:49.713142,Utilities,357.18,Expense
2022-02-19 19:56:57.478318,Shopping,24.69,Expense
2022-02-21 01:11:05.243495,Rent,1162.4,Expense
2022-02-22 06:25:13.008672,Food & Drink,188.3,Expense
2022-02-23 11:39:20.773849,Food & Drink,57.72,Expense
2022-02-24 16:53:28.539026,Entertainment,83.7,Expense
2022-02-25 22:07:36.304202,Shopping,350.94,Expense
2022-02-27 03:21:44.069379,Other,116.07,Expense
2022-02-28 08:35:51.834556,Travel,388.22,Expense
2022-03-01 13:49:59.599733,Utilities,359.11,Expense
2022-03-02 19:04:07.364909,Food & Drink,469.38,Expense
2022-03-04 00:18:15.130086,Food & Drink,279.82,Expense
2022-03-05 05:32:22.895263,Health & Fitness,438.07,Expense
2022-03-06 10:46:30.660440,Health & Fitness,404.83,Expense
2022-03-07 16:00:38.425617,Rent,1370.38,Expense
2022-03-08 21:14:46.190793,Food & Drink,449.51,Expense
2022-03-10 02:28:53.955970,Shopping,412.3,Expense
2022-03-11 07:43:01.721147,Shopping,328.92,Expense
2022-03-12 12:57:09.486324,Shopping,371.16,Expense
2022-03-13 18:11:17.251501,Food & Drink,48.97,Expense
2022-03-14 23:25:25.016677,Travel,487.18,Expense
2022-03-16 04:39:32.781854,Salary,4438.43,Income
2022-03-17 09:53:40.547031,Salary,4673.79,Income
2022-03-18 15:07:48.312208,Travel,1621.46,Expense
2022-03-19 20:21:56.077384,Health & Fitness,259.13,Expense
2022-03-21 01:36:03.842561,Shopping,365.22,Expense
2022-03-22 06:50:11.607738,Travel,1993.4,Expense
2022-03-23 12:04:19.372915,Salary,5300.65,Income
2022-03-24 17:18:27.138092,Travel,1424.41,Expense
2022-03-25 22:32:34.903268,Food & Drink,34.71,Expense
2022-03-27 03:46:42.668445,Rent,1123.84,Expense
2022-03-28 09:00:50.433622,Salary,5454.34,Income
2022-03-29 14:14:58.198799,Investment,224.24,Expense
2022-03-30 19:29:05.963975,Rent,1059.73,Expense
2022-04-01 00:43:13.729152,Salary,4080.22,Income
2022-04-02 05:57:21.494329,Salary,5157.35,Income
2022-04-03 11:11:29.259506,Entertainment,368.12,Expense
2022-04-04 16:25:37.024683,Shopping,439.24,Expense
2022-04-05 21:39:44.789859,Salary,4843.44,Income
2022-04-07 02:53:52.555036,Rent,1214.65,Expense
2022-04-08 08:08:00.320213,Salary,4421.32,Income
2022-04-09 13:22:08.085390,Utilities,323.15,Expense
2022-04-10 18:36:15.850567,Investment,83.15,Expense
2022-04-11 23:50:23.615743,Health & Fitness,456.34,Expense
2022-04-13 05:04:31.380920,Travel,627.58,Expense
2022-04-14 10:18:39.146097,Salary,4361.95,Income
2022-04-15 15:32:46.911274,Salary,4984.56,Income
2022-04-16 20:46:54.676450,Travel,1767.35,Expense
2022-04-18 02:01:02.441627,Entertainment,267.11,Expense
2022-04-19 07:15:10.206804,Rent,1215.07,Expense
2022-04-20 12:29:17.971981,Travel,903.95,Expense
2022-04-21 17:43:25.737158,Salary,4516.27,Income
2022-04-22 22:57:33.502334,Health & Fitness,176.09,Expense
2022-04-24 04:11:41.267511,Investment,82.82,Expense
2022-04-25 09:25:49.032688,Salary,4907.58,Income
2022-04-26 14:39:56.797865,Travel,332.29,Expense
2022-04-27 19:54:04.563042,Travel,1135.59,Expense
2022-04-29 01:08:12.328218,Rent,1380.22,Expense
2022-04-30 06:22:20.093395,Entertainment,139.38,Expense
2022-05-01 11:36:27.858572,Utilities,359.25,Expense
2022-05-02 16:50:35.623749,Travel,501.71,Expense
2022-05-03 22:04:43.388925,Food & Drink,373.47,Expense
2022-05-05 03:18:51.154102,Health & Fitness,247.82,Expense
2022-05-06 08:32:58.919279,Other,406.72,Expense
2022-05-07 13:47:06.684456,Utilities,436.77,Expense
2022-05-08 19:01:14.449633,Travel,401.46,Expense
2022-05-10 00:15:22.214809,Rent,839.96,Expense
2022-05-11 05:29:29.979986,Shopping,469.57,Expense
2022-05-12 10:43:37.745163,Food & Drink,78.61,Expense
2022-05-13 15:57:45.510340,Shopping,468.26,Expense
2022-05-14 21:11:53.275517,Rent,1155.06,Expense
2022-05-16 02:26:01.040693,Food & Drink,91.2,Expense
2022-05-17 07:40:08.805870,Salary,5930.24,Income
2022-05-18 12:54:16.571047,Food & Drink,476.87,Expense
2022-05-19 18:08:24.336224,Utilities,436.6,Expense
2022-05-20 23:22:32.101400,Shopping,267.49,Expense
2022-05-22 04:36:39.866577,Shopping,340.09,Expense
2022-05-23 09:50:47.631754,Food & Drink,34.39,Expense
2022-05-24 15:04:55.396931,Rent,1293.28,Expense
2022-05-25 20:19:03.162108,Travel,1412.18,Expense
2022-05-27 01:33:10.927284,Salary,4187.8,Income
2022-05-28 06:47:18.692461,Health & Fitness,233.0,Expense
2022-05-29 12:01:26.457638,Salary,4354.3,Income
2022-05-30 17:15:34.222815,Health & Fitness,422.3,Expense
2022-05-31 22:29:41.987992,Salary,5366.5,Income
2022-06-02 03:43:49.753168,Shopping,316.57,Expense
2022-06-03 08:57:57.518345,Salary,5141.22,Income
2022-06-04 14:12:05.283522,Food & Drink,466.86,Expense
2022-06-05 19:26:13.048699,Health & Fitness,344.73,Expense
2022-06-07 00:40:20.813875,Travel,1385.99,Expense
2022-06-08 05:54:28.579052,Entertainment,332.59,Expense
2022-06-09 11:08:36.344229,Food & Drink,335.77,Expense
2022-06-10 16:22:44.109406,Salary,4096.42,Income
2022-06-11 21:36:51.874583,Salary,4813.82,Income
2022-06-13 02:50:59.639759,Salary,5564.77,Income
2022-06-14 08:05:07.404936,Shopping,374.46,Expense
2022-06-15 13:19:15.170113,Salary,4808.28,Income
2022-06-16 18:33:22.935290,Rent,1267.32,Expense
2022-06-17 23:47:30.700466,Other,385.9,Expense
2022-06-19 05:01:38.465643,Other,229.08,Expense
2022-06-20 10:15:46.230820,Other,77.7,Expense
2022-06-21 15:29:53.995997,Shopping,22.76,Expense
2022-06-22 20:44:01.761174,Rent,1056.52,Expense
2022-06-24 01:58:09.526350,Entertainment,353.82,Expense
2022-06-25 07:12:17.291527,Entertainment,235.37,Expense
2022-06-26 12:26:25.056704,Travel,871.85,Expense
2022-06-27 17:40:32.821881,Travel,331.75,Expense
2022-06-28 22:54:40.587058,Utilities,340.74,Expense
2022-06-30 04:08:48.352234,Utilities,242.48,Expense
2022-07-01 09:22:56.117411,Entertainment,434.4,Expense
2022-07-02 14:37:03.882588,Shopping,250.01,Expense
2022-07-03 19:51:11.647765,Food & Drink,183.8,Expense
2022-07-05 01:05:19.412941,Entertainment,211.43,Expense
2022-07-06 06:19:27.178118,Utilities,276.13,Expense
2022-07-07 11:33:34.943295,Utilities,387.14,Expense
2022-07-08 16:47:42.708472,Other,364.7,Expense
2022-07-09 22:01:50.473649,Salary,4036.47,Income
2022-07-11 03:15:58.238825,Travel,213.61,Expense
2022-07-12 08:30:06.004002,Utilities,451.05,Expense
2022-07-13 13:44:13.769179,Travel,1868.66,Expense
2022-07-14 18:58:21.534356,Food & Drink,468.53,Expense
2022-07-16 00:12:29.299533,Rent,870.99,Expense
2022-07-17 05:26:37.064709,Shopping,143.25,Expense
2022-07-18 10:40:44.829886,Rent,1015.1,Expense
2022-07-19 15:54:52.595063,Other,278.8,Expense
2022-07-20 21:09:00.360240,Rent,1227.23,Expense
2022-07-22 02:23:08.125416,Health & Fitness,150.86,Expense
2022-07-23 07:37:15.890593,Entertainment,78.51,Expense
2022-07-24 12:51:23.655770,Travel,1426.01,Expense
2022-07-25 18:05:31.420947,Travel,1145.29,Expense
2022-07-26 23:19:39.186124,Health & Fitness,71.3,Expense
2022-07-28 04:33:46.951300,Shopping,143.15,Expense
2022-07-29 09:47:54.716477,Salary,4967.09,Income
2022-07-30 15:02:02.481654,Other,284.11,Expense
2022-07-31 20:16:10.246831,Food & Drink,323.91,Expense
2022-08-02 01:30:18.012008,Salary,5203.22,Income
2022-08-03 06:44:25.777184,Other,444.42,Expense
2022-08-04 11:58:33.542361,Travel,581.68,Expense
2022-08-05 17:12:41.307538,Utilities,217.29,Expense
2022-08-06 22:26:49.072715,Other,452.01,Expense
2022-08-08 03:40:56.837891,Rent,965.81,Expense
2022-08-09 08:55:04.603068,Other,151.91,Expense
2022-08-10 14:09:12.368245,Other,223.39,Expense
2022-08-11 19:23:20.133422,Health & Fitness,65.86,Expense
2022-08-13 00:37:27.898599,Utilities,236.85,Expense
2022-08-14 05:51:35.663775,Utilities,100.65,Expense
2022-08-15 11:05:43.428952,Investment,434.14,Expense
2022-08-16 16:19:51.194129,Travel,372.29,Expense
2022-08-17 21:33:58.959306,Food & Drink,328.15,Expense
2022-08-19 02:48:06.724483,Utilities,282.41,Expense
2022-08-20 08:02:14.489659,Travel,903.63,Expense
2022-08-21 13:16:22.254836,Utilities,258.45,Expense
2022-08-22 18:30:30.020013,Salary,4272.88,Income
2022-08-23 23:44:37.785190,Health & Fitness,214.07,Expense
2022-08-25 04:58:45.550366,Entertainment,364.45,Expense
2022-08-26 10:12:53.315543,Health & Fitness,495.8,Expense
2022-08-27 15:27:01.080720,Food & Drink,69.97,Expense
2022-08-28 20:41:08.845897,Investment,297.63,Expense
2022-08-30 01:55:16.611074,Rent,855.59,Expense
2022-08-31 07:09:24.376250,Food & Drink,449.21,Expense
2022-09-01 12:23:32.141427,Travel,782.07,Expense
2022-09-02 17:37:39.906604,Travel,838.99,Expense
2022-09-03 22:51:47.671781,Food & Drink,269.15,Expense
2022-09-05 04:05:55.436957,Food & Drink,404.17,Expense
2022-09-06 09:20:03.202134,Travel,1172.02,Expense
2022-09-07 14:34:10.967311,Salary,5301.75,Income
2022-09-08 19:48:18.732488,Shopping,175.68,Expense
2022-09-10 01:02:26.497665,Rent,1268.64,Expense
2022-09-11 06:16:34.262841,Salary,5323.68,Income
2022-09-12 11:30:42.028018,Shopping,370.71,Expense
2022-09-13 16:44:49.793195,Shopping,48.87,Expense
2022-09-14 21:58:57.558372,Shopping,479.66,Expense
2022-09-16 03:13:05.323549,Travel,1442.01,Expense
2022-09-17 08:27:13.088725,Travel,1164.49,Expense
2022-09-18 13:41:20.853902,Food & Drink,236.18,Expense
2022-09-19 18:55:28.619079,Investment,186.83,Expense
2022-09-21 00:09:36.384256,Health & Fitness,401.82,Expense
2022-09-22 05:23:44.149432,Salary,4469.28,Income
2022-09-23 10:37:51.914609,Entertainment,93.16,Expense
2022-09-24 15:51:59.679786,Salary,5854.0,Income
2022-09-25 21:06:07.444963,Shopping,424.18,Expense
2022-09-27 02:20:15.210140,Shopping,319.32,Expense
2022-09-28 07:34:22.975316,Food & Drink,382.53,Expense
2022-09-29 12:48:30.740493,Food & Drink,416.51,Expense
2022-09-30 18:02:38.505670,Other,360.2,Expense
2022-10-01 23:16:46.270847,Food & Drink,165.5,Expense
2022-10-03 04:30:54.036024,Rent,1052.1,Expense
2022-10-04 09:45:01.801200,Food & Drink,469.74,Expense
2022-10-05 14:59:09.566377,Shopping,166.65,Expense
2022-10-06 20:13:17.331554,Entertainment,234.66,Expense
2022-10-08 01:27:25.096731,Utilities,267.53,Expense
2022-10-09 06:41:32.861907,Salary,4993.93,Income
2022-10-10 11:55:40.627084,Salary,5702.85,Income
2022-10-11 17:09:48.392261,Travel,1875.07,Expense
2022-10-12 22:23:56.157438,Food & Drink,412.38,Expense
2022-10-14 03:38:03.922615,Entertainment,441.43,Expense
2022-10-15 08:52:11.687791,Salary,5611.85,Income
2022-10-16 14:06:19.452968,Other,166.25,Expense
2022-10-17 19:20:27.218145,Food & Drink,213.43,Expense
2022-10-19 00:34:34.983322,Travel,1450.91,Expense
2022-10-20 05:48:42.748499,Rent,1482.93,Expense
2022-10-21 11:02:50.513675,Utilities,414.79,Expense
2022-10-22 16:16:58.278852,Food & Drink,433.77,Expense
2022-10-23 21:31:06.044029,Salary,4974.12,Income
2022-10-25 02:45:13.809206,Utilities,387.11,Expense
2022-10-26 07:59:21.574382,Travel,1104.62,Expense
2022-10-27 13:13:29.339559,Entertainment,90.26,Expense
2022-10-28 18:27:37.104736,Rent,847.72,Expense
2022-10-29 23:41:44.869913,Food & Drink,84.88,Expense
2022-10-31 04:55:52.635090,Salary,5099.06,Income
2022-11-01 10:10:00.400266,Salary,4865.0,Income
2022-11-02 15:24:08.165443,Rent,1154.3,Expense
2022-11-03 20:38:15.930620,Entertainment,70.72,Expense
2022-11-05 01:52:23.695797,Utilities,123.7,Expense
2022-11-06 07:06:31.460973,Utilities,332.1,Expense
2022-11-07 12:20:39.226150,Travel,310.43,Expense
2022-11-08 17:34:46.991327,Other,240.7,Expense
2022-11-09 22:48:54.756504,Food & Drink,497.54,Expense
2022-11-11 04:03:02.521681,Food & Drink,353.62,Expense
2022-11-12 09:17:10.286857,Salary,4478.36,Income
2022-11-13 14:31:18.052034,Food & Drink,78.26,Expense
2022-11-14 19:45:25.817211,Rent,870.73,Expense
2022-11-16 00:59:33.582388,Health & Fitness,49.9,Expense
2022-11-17 06:13:41.347565,Shopping,498.41,Expense
2022-11-18 11:27:49.112741,Other,315.31,Expense
2022-11-19 16:41:56.877918,Rent,1236.73,Expense
2022-11-20 21:56:04.643095,Shopping,224.52,Expense
2022-11-22 03:10:12.408272,Food & Drink,445.57,Expense
2022-11-23 08:24:20.173448,Entertainment,113.42,Expense
2022-11-24 13:38:27.938625,Rent,1089.89,Expense
2022-11-25 18:52:35.703802,Other,372.13,Expense
2022-11-27 00:06:43.468979,Investment,25.3,Expense
2022-11-28 05:20:51.234156,Entertainment,251.05,Expense
2022-11-29 10:34:58.999332,Food & Drink,144.71,Expense
2022-11-30 15:49:06.764509,Investment,85.81,Expense
2022-12-01 21:03:14.529686,Shopping,123.3,Expense
2022-12-03 02:17:22.294863,Food & Drink,135.78,Expense
2022-12-04 07:31:30.060040,Salary,5603.07,Income
2022-12-05 12:45:37.825216,Salary,4975.71,Income
2022-12-06 17:59:45.590393,Food & Drink,283.02,Expense
2022-12-07 23:13:53.355570,Shopping,425.29,Expense
2022-12-09 04:28:01.120747,Food & Drink,254.36,Expense
2022-12-10 09:42:08.885923,Travel,784.42,Expense
2022-12-11 14:56:16.651100,Investment,248.49,Expense
2022-12-12 20:10:24.416277,Entertainment,209.35,Expense
2022-12-14 01:24:32.181454,Shopping,396.81,Expense
2022-12-15 06:38:39.946631,Salary,5910.67,Income
2022-12-16 11:52:47.711807,Other,171.4,Expense
2022-12-17 17:06:55.476984,Health & Fitness,230.05,Expense
2022-12-18 22:21:03.242161,Rent,1388.61,Expense
2022-12-20 03:35:11.007338,Food & Drink,452.85,Expense
2022-12-21 08:49:18.772515,Shopping,325.86,Expense
2022-12-22 14:03:26.537691,Health & Fitness,449.66,Expense
2022-12-23 19:17:34.302868,Utilities,314.69,Expense
2022-12-25 00:31:42.068045,Food & Drink,268.84,Expense
2022-12-26 05:45:49.833222,Travel,1527.38,Expense
2022-12-27 10:59:57.598398,Shopping,346.51,Expense
2022-12-28 16:14:05.363575,Food & Drink,60.7,Expense
2022-12-29 21:28:13.128752,Health & Fitness,54.6,Expense
2022-12-31 02:42:20.893929,Food & Drink,25.81,Expense
2023-01-01 07:56:28.659106,Salary,5475.02,Income
2023-01-02 13:10:36.424282,Rent,1007.57,Expense
2023-01-03 18:24:44.189459,Rent,1342.26,Expense
2023-01-04 23:38:51.954636,Health & Fitness,108.89,Expense
2023-01-06 04:52:59.719813,Travel,377.11,Expense
2023-01-07 10:07:07.484990,Health & Fitness,386.9,Expense
2023-01-08 15:21:15.250166,Rent,814.66,Expense
2023-01-09 20:35:23.015343,Food & Drink,484.57,Expense
2023-01-11 01:49:30.780520,Rent,1338.46,Expense
2023-01-12 07:03:38.545697,Utilities,203.33,Expense
2023-01-13 12:17:46.310873,Travel,418.5,Expense
2023-01-14 17:31:54.076050,Utilities,391.82,Expense
2023-01-15 22:46:01.841227,Utilities,274.55,Expense
2023-01-17 04:00:09.606404,Food & Drink,484.87,Expense
2023-01-18 09:14:17.371581,Other,160.55,Expense
2023-01-19 14:28:25.136757,Salary,5203.76,Income
2023-01-20 19:42:32.901934,Utilities,379.08,Expense
2023-01-22 00:56:40.667111,Other,335.11,Expense
2023-01-23 06:10:48.432288,Food & Drink,182.37,Expense
2023-01-24 11:24:56.197464,Salary,4449.23,Income
2023-01-25 16:39:03.962641,Entertainment,227.4,Expense
2023-01-26 21:53:11.727818,Entertainment,314.21,Expense
2023-01-28 03:07:19.492995,Salary,4481.39,Income
2023-01-29 08:21:27.258172,Food & Drink,114.79,Expense
2023-01-30 13:35:35.023348,Salary,5291.62,Income
2023-01-31 18:49:42.788525,Rent,1371.16,Expense
2023-02-02 00:03:50.553702,Salary,5693.03,Income
2023-02-03 05:17:58.318879,Salary,4504.48,Income
2023-02-04 10:32:06.084056,Investment,241.06,Expense
2023-02-05 15:46:13.849232,Other,369.68,Expense
2023-02-06 21:00:21.614409,Investment,334.96,Expense
2023-02-08 02:14:29.379586,Travel,1181.05,Expense
2023-02-09 07:28:37.144763,Salary,5874.78,Income
2023-02-10 12:42:44.909939,Food & Drink,99.11,Expense
2023-02-11 17:56:52.675116,Food & Drink,368.47,Expense
2023-02-12 23:11:00.440293,Other,122.49,Expense
2023-02-14 04:25:08.205470,Shopping,423.54,Expense
2023-02-15 09:39:15.970647,Investment,280.27,Expense
2023-02-16 14:53:23.735823,Utilities,264.01,Expense
2023-02-17 20:07:31.501000,Rent,1195.52,Expense
2023-02-19 01:21:39.266177,Health & Fitness,439.19,Expense
2023-02-20 06:35:47.031354,Utilities,385.34,Expense
2023-02-21 11:49:54.796531,Travel,1030.8,Expense
2023-02-22 17:04:02.561707,Food & Drink,138.41,Expense
2023-02-23 22:18:10.326884,Investment,496.07,Expense
2023-02-25 03:32:18.092061,Food & Drink,212.72,Expense
2023-02-26 08:46:25.857238,Other,117.94,Expense
2023-02-27 14:00:33.622414,Shopping,371.87,Expense
2023-02-28 19:14:41.387591,Utilities,110.25,Expense
2023-03-02 00:28:49.152768,Rent,1348.65,Expense
2023-03-03 05:42:56.917945,Shopping,22.51,Expense
2023-03-04 10:57:04.683122,Investment,36.95,Expense
2023-03-05 16:11:12.448298,Investment,117.19,Expense
2023-03-06 21:25:20.213475,Salary,4735.88,Income
2023-03-08 02:39:27.978652,Rent,904.22,Expense
2023-03-09 07:53:35.743829,Rent,1413.66,Expense
